nodes,node_labels,adj_labels,adj_nodes
79-with_attachments-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
80-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
81-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
83-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
86-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
87-with_attachments-publicconsultation_0.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
88-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
90-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
91-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
92-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
94-with_attachments-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
96-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
98-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
99-publicconsultation.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Feedback', 'Draft Guidance Material', 'Feedback']"
lets_talk_about_quality_discussion_paper_updated_1_september_2015.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Handbooks', 'Quality and Safety', 'Handbook']"
lets_talk_about_quality_forums_presentation_slides.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Handbooks', 'Quality and Safety', 'Handbook']"
lets_talk_about_quality_updated9feb2016.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Handbooks', 'Quality and Safety', 'Handbook']"
the_way_we_manage_quality_and_safety_strengthening_risk.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Handbooks', 'Quality and Safety', 'Handbook']"
2018-December-Quality-Standard-newsletter_0.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Newsletters', 'Newsletter']"
2018-October-Quality-Standard-newsletter.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Newsletters', 'Newsletter']"
aacqa_nous_report_accessible_version.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA NOUS Report', 'NOUS Report']"
aacqa_response_to_nous_report.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA NOUS Report', 'NOUS Report']"
2017-18 Aged Care Sector Committee Feedback.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
2017-18 Regulator Performance Report.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Report', 'Self Assessment']"
aacqa_regulator_performance_self-assessment_report_2016-17.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Report', 'Self Assessment']"
aged_care_guild_-_feedback_aacqa_self-assessment.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
aged_care_guild_-_feedback_aacqa_self-assessment.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
aged_care_sector_committee_feedback_table.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
aged_care_sector_committee_feedback_table.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
catholic_health_australia_-_feedback_aacqa_self-assessment.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
catholic_health_australia_-_feedback_aacqa_self-assessment.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
dementia_australia_-_feedback_aacqa_self-assessment.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
dementia_australia_-_feedback_aacqa_self-assessment.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
national_lgbti_health_alliance_-_feedback_aacqa_self-assessment.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
national_seniors_australia_-_feedback_aacqa_self-assessment.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
national_seniors_australia_-_feedback_aacqa_self-assessment.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Feedback', 'Self Assessment']"
Quality Agency Regulator Performance - self-assessment report 2015-16 v2.2_20161026 Validated .pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Self Assessment', 'Report', 'Self Assessment']"
communique_9_sgrg_for_website.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standardguidancereferencegroupcommunique6.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standardguidancereferencegroupcommunique8.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standardguidancereferencegroupcommunique8.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
Standards Guidance Reference Group Membership -PDF.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group']"
Standards Guidance Reference Group Membership.docx,FILE,"['FOLDER', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group']"
standard_guidancereferencegroupcommunique_6.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_1.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_1.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_2.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_2.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_3.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_3.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_4.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_4.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_5.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_5.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_7.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
standard_guidance_reference_group_communique_7_-word.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['AACQA Standards Guidance Reference Group', 'Standards Guidance Reference Group', 'Communique']"
aacqa_statement_of_expectation.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Statements', 'Statements ']"
aacqa_statement_of_intent_2015-16.pdf,FILE,"['FOLDER', 'CATEGORY']","['AACQA Statements', 'Statements ']"
mou_-_complaints_commissioner_and_quality_agency_june_2018.pdf,FILE,"['FOLDER', 'CATEGORY']","['Memorandum of Understanding', 'Memorandum of Understanding']"
accreditation_standards_fact_sheet_updated.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Fact sheet']"
Existing_Approved_Provider _Application for approval to provide aged care_052020.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
Government_Organisation_form.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
guide_to_assessment_of_chsp_services.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
information_sheet_for_providers_-_initial_documents_requested.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
New_applicant_Application for approval to provide aged care_052020.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
notification_of_a_material_change.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Application Document']"
Service Compliance Ratings - high level factsheet for providers_0.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Fact sheet']"
Service Compliance Ratings - high level factsheet for providers_0.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Accreditation', 'Accreditation', 'Fact sheet']"
PUBLICATION NTA HammondCare_Miranda.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['HammondCare - Miranda', 'Accreditation', 'HammondCare – Miranda']"
publication_nta_minda_nursing_home.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Minda Nursing Home', 'Accreditation', 'Minda Nursing Home']"
Newmarch House Notice to agree.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Newmarch House', 'Accreditation', 'Newmarch House']"
St Elizabeth Home - Notice to agree.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['St Elizabeth Home', 'Accreditation', 'St Elizabeth Home']"
PUBLICATION NTA St Vincent's Care Services Heathcote.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['St Vincent’s Care Services Heathcote', 'Accreditation', 'St Vincent’s Care Services Heathcote']"
ACQSC_New_Standards_Transitional_Arrangements_Factsheet_v1.1.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Fact sheet', 'Aged Care Quality Standards']"
Aged Care Quality Standards.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
flexible_aged_care_program_standards_updated.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
Guidance_&_Resource_V9.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
home care common standards v1.1.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
NATSIFACP Quality Review Guidelines July 2019.docx,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
Plan for continuous improvement (Quality Standards).docx,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
Quality assessor re-registration information_sheet.docx,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
Quality assessor registration information_sheet.docx,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
quality_assessor_conflict_of_interest_policy.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
regulatory_strategy_jan_1_2020_v2.1.docx,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
regulatory_strategy_jan_1_2020_v2.1.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Aged Care Quality Standards', 'Aged Care Quality Standards']"
Standards_Storyboards_Overview.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
standards_storyboard_User-guide_PDF.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
standards_storyboard_User-guide_Word.docx,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-dignity-of-risk_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-open_disclosure_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-quality-standards_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_1_hr_0.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_2_HR_v2.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_3_hr_0.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_4_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_5_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_6_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_7_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
storyboard-standard_8_hr.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY']","['Aged Care Quality Standards Storyboards', 'Aged Care Quality Standards', 'Storyboard']"
acqsc_quality_standards-consumer-outcomes-a2-poster_new_0.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'English']"
acqsc_quality_standards_consumer_outcome_a3-poster_arabic.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Arabic']"
acqsc_quality_standards_consumer_outcome_a3-poster_armenian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Armenian']"
acqsc_quality_standards_consumer_outcome_a3-poster_croatian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Croatian']"
acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Dutch']"
acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'French']"
acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'German']"
acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Greek']"
acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Hindi']"
acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Hungarian']"
acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Italian']"
acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Korean']"
acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Latvian']"
acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Macedonian']"
acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Maltese']"
acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Polish']"
acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Portuguese']"
acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Russian']"
acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Serbian']"
acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Simplified Chinese']"
acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Spanish']"
acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Tagalog']"
acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Traditional Chinese']"
acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Turkish']"
acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Ukrainian']"
acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf,FILE,"['FOLDER', 'CATEGORY', 'CATEGORY', 'CATEGORY']","['Quality Standards Consumer Outcome Poster', 'Aged Care Quality Standards', 'Poster', 'Vietnamese']"
ACQSC_AR_2018-19_Full_Final.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Annual Reports', 'Annual Report']"
ACQSC_Corporate_Plan_2019-2020.pdf,FILE,"['FOLDER', 'CATEGORY']","['ACQSC Annual Reports', 'Annual Report']"
